"z","y","x","ax","ay","az","gx","gy","gz","b","c"
263,2,-12,-0.59,4.43,10.69,-1232.09,755.73,-71.63,2.56,522
263,1,-11,-1.31,2.57,10.65,-1525.79,590.97,-250.72,2.56,522
265,1,-10,-0.68,1.24,9.86,-1522.21,551.58,-1801.58,2.54,522
265,0,-9,0.42,2.68,8.93,-1489.97,-75.21,168.34,2.56,523
265,0,-8,-0.08,0.73,7.43,-852.44,111.03,-2166.91,2.56,523
266,0,-8,-1.05,1.23,7.69,-565.9,-351,-694.84,2.56,523
266,1,-7,0.29,1.7,8.55,-340.26,-1078.08,1246.42,2.54,523
265,2,-7,0.68,2.13,8.34,-89.54,-970.63,333.09,2.56,523
266,2,-7,0.18,2.8,8.5,121.78,-909.74,-168.34,2.57,523
265,3,-7,1.56,3.01,8.98,-132.52,-1131.81,956.3,2.56,523
265,3,-7,1.7,2.82,8.46,-161.17,-605.3,-687.68,2.54,523
266,4,-7,1.89,3.15,8.39,-315.19,-229.23,-1067.34,2.56,523
266,4,-7,1.22,2.57,8.38,-687.68,0,-555.16,2.57,523
267,3,-6,0.28,2.13,8.17,-780.8,229.23,-1095.99,2.56,523
268,3,-6,-0.37,2.1,8.18,-1024.36,128.94,-748.57,2.56,523
268,3,-5,-0.11,1.97,8.98,-1282.23,-114.61,121.78,2.56,523
268,3,-4,0.51,2.25,9.66,-1608.17,-265.04,619.63,2.57,523
268,3,-3,-0.06,2.43,10.24,-1575.93,111.03,-1110.32,2.56,523
269,3,-2,0.8,0.87,10.41,-1794.41,100.29,-1658.31,2.56,523
273,2,2,0.47,0.05,10.27,-587.39,28.65,-1013.61,2.56,523
274,2,2,0.16,0.44,10.82,-257.88,229.23,-1543.7,2.56,523
279,2,2,-0.59,-0.21,9.82,476.36,616.05,-3334.53,2.56,524
281,2,1,-0.8,-0.49,9.43,540.83,318.77,-2929.8,2.56,524
282,2,1,0.41,-0.55,9.27,454.87,32.23,-2020.06,2.56,524
284,2,1,-1.71,-0.17,9.28,895.42,358.17,-4426.93,2.56,524
286,2,0,-0.81,-0.64,8.63,429.8,-429.8,-2012.89,2.56,524
287,2,0,-0.33,-0.25,8.03,250.72,-1056.59,-1081.66,2.56,524
288,3,0,-1.62,0.6,8.42,347.42,-1289.4,-2213.47,2.56,524
289,4,0,1.63,-0.39,8.03,447.71,-1941.26,-2668.34,2.56,524
291,5,0,1.5,0.87,8.22,451.29,-2184.81,-1833.81,2.57,524
293,7,-1,2.89,0.47,8.47,1038.68,-1851.72,-5121.78,2.56,524
296,8,-2,1.98,1.92,8.97,1081.66,-2070.2,-3176.93,2.56,524
297,9,-3,0.59,1.51,8.6,1880.37,-1812.32,-6575.93,2.56,524
301,10,-5,-1.82,0.54,7.81,2245.7,-2414.04,-6103.15,2.57,524
304,12,-8,-2.12,0.79,7.37,2736.39,-4104.58,-2872.49,2.56,524
304,15,-10,-1.28,2.78,7.6,3005.01,-6142.55,784.38,2.56,524
304,19,-12,-0.83,2.51,6.16,3771.49,-7184.81,-669.77,2.55,524
304,24,-15,2.15,4.05,5.68,3710.6,-8560.17,2141.83,2.56,524
302,30,-17,3.65,4.98,4.38,3764.33,-9333.81,1851.72,2.56,524
301,37,-20,3.97,3.88,2.2,3789.4,-10261.46,2571.63,2.57,524
299,43,-22,7.56,5.01,1.63,2582.38,-12041.55,7675.5,2.56,524
295,53,-21,9.76,5.03,1.8,1851.72,-12113.18,6686.96,2.57,524
291,62,-21,9.78,5.41,2,522.92,-12005.73,6106.73,2.56,524
288,71,-19,11.08,4.78,2.62,-1017.19,-11676.22,4856.73,2.56,524
287,77,-18,11.29,3.02,0.78,-2492.84,-11411.17,4186.96,2.55,524
286,85,0,12.35,1.78,0.26,-3495.7,-11368.2,4924.79,2.56,524
286,85,177,13.09,1.12,-0.81,-4734.96,-10623.21,5060.89,2.56,524
286,78,149,14.88,0.69,-1.99,-5676.93,-9666.91,4613.18,2.57,524
287,73,154,14.88,-0.64,-3.64,-5931.23,-8656.88,3982.81,2.55,525
289,67,158,19.45,3.48,-1.2,-5386.82,-7234.96,1024.36,2.56,525
295,64,168,9.97,-1.81,-4.5,-6027.94,-5816.62,1532.95,2.57,525
300,60,171,9.58,-2.89,-5,-5204.15,-5042.98,-601.72,2.56,525
305,58,175,8.06,-4.39,-5.03,-4409.03,-5433.38,39.4,2.56,525
308,54,176,15.43,-1.77,-3.08,-4559.46,-5770.06,4054.44,2.56,525
312,51,177,10.07,3.41,-3.24,-3975.64,-3721.35,-1142.55,2.56,525
320,48,-177,10.22,0.94,-4.52,-4308.74,-3073.07,-1919.77,2.56,525
326,47,-174,5.83,-0.85,-5.7,-4588.11,-2449.86,-1049.43,2.56,525
334,45,-170,4.97,-2.96,-7.38,-4308.74,-2535.82,-1371.78,2.56,525
317,43,-167,7.1,-0.6,-7,-3760.74,-3087.39,-333.09,2.56,525
319,41,-166,8.74,1.28,-6.05,-3721.35,-2854.58,150.43,2.56,525
319,40,-164,7.9,0.54,-6.49,-3488.54,-1815.9,-1654.73,2.56,525
318,38,-160,8.64,1.96,-6.62,-2868.91,-1164.04,-3502.87,2.56,525
317,37,-157,5.98,3.19,-5.87,-2732.81,-899,-2141.83,2.56,525
317,36,-155,6.07,4.73,-5.85,-2833.09,-941.98,-823.78,2.56,525
317,36,-153,6.9,4.46,-6.54,-2514.33,-770.06,-1497.13,2.56,525
316,35,-151,6.02,5.39,-7.49,-2127.51,-533.67,-1647.56,2.55,525
317,34,-150,6.81,3.7,-8.49,-2088.11,-1045.85,927.65,2.56,525
319,34,-150,7.37,1.42,-8.27,-1368.19,-1117.48,2360.32,2.56,525
319,34,-150,6.53,0.35,-7.76,103.87,-562.32,-125.36,2.56,525
318,34,-150,7.34,0.68,-5.98,1135.39,-616.05,-393.98,2.55,525
317,33,-151,9.09,2.95,-4.98,1797.99,-64.47,-411.89,2.56,525
317,34,-153,4.01,3.95,-4.14,1078.08,-533.67,3062.32,2.56,525
319,34,-155,6.45,3.59,-5.49,648.28,-1020.77,3871.78,2.56,525
321,35,-157,6.54,2.9,-6.88,669.77,-687.68,2707.74,2.54,525
321,35,-158,7.13,3.14,-7.11,999.28,-175.5,136.1,2.56,525
320,35,-159,7.05,3.66,-6.67,838.11,7.16,-3.58,2.56,526
319,35,-159,6.99,3.85,-6.12,669.77,286.53,-544.41,2.56,526
318,35,-159,7.17,3.92,-6.09,540.83,479.94,-1045.85,2.54,526
317,35,-159,7.97,3.75,-6.46,322.35,709.17,-977.79,2.56,526
316,35,-158,7.88,3.9,-6.74,189.83,938.4,-802.29,2.56,526
315,35,-158,7.23,4.14,-6.41,-53.72,992.12,-214.9,2.56,526
315,36,-158,6.51,3.66,-6.69,-225.64,902.58,293.7,2.54,526
314,37,-157,6.35,3.61,-6.54,-247.13,730.66,60.89,2.56,526
315,37,-157,6.07,3.64,-6.02,-358.17,476.36,268.62,2.54,526
315,37,-157,6.76,3.19,-6.13,-458.45,311.6,250.72,2.56,526
315,38,-157,6.42,2.65,-6.12,-630.37,139.68,680.52,2.56,526
315,38,-157,6.11,2.59,-5.74,-562.32,53.72,89.54,2.54,526
315,38,-156,6.01,2.49,-5.51,-587.39,-189.83,290.11,2.56,526
315,38,-156,6.46,2.74,-5.47,-519.34,-333.09,236.39,2.56,526
315,37,-156,7.14,3,-5.59,-494.27,-383.24,333.09,2.56,526
315,37,-156,7.75,3.63,-5.71,-422.64,-275.79,222.06,2.55,526
316,37,-156,8.14,4.52,-6,-440.54,-46.56,214.9,2.56,526
316,37,-156,7.98,4.85,-6.62,-580.23,139.68,547.99,2.56,526
316,38,-156,7.2,4.48,-7.05,-691.26,182.66,913.32,2.56,526
317,38,-156,6.12,4.01,-6.71,-698.42,21.49,1099.57,2.56,526
318,38,-156,5.94,3.74,-5.92,-727.08,-372.49,1411.17,2.56,526
319,38,-156,6.13,3.56,-5.36,-791.55,-687.68,1339.54,2.56,526
320,38,-156,6.59,3.16,-5.18,-891.83,-859.6,1335.96,2.56,526
321,38,-156,7.17,3.05,-5.02,-988.54,-949.14,1214.18,2.56,526
322,38,-156,8.53,3.16,-5.29,-1088.83,-762.89,1017.19,2.56,526
323,38,-156,8.66,2.84,-5.57,-1289.4,-408.31,1396.85,2.56,526
324,38,-156,8.12,2.95,-5.57,-1396.85,-128.94,1797.99,2.56,527
326,38,-156,8.11,2.96,-5.82,-1486.39,200.57,2073.78,2.56,527
18,40,-156,7.64,2.7,-6.35,-1532.95,451.29,2428.37,2.56,527
18,40,-156,6.5,2.28,-6.53,-1489.97,454.87,2836.68,2.56,527
18,41,-157,5.83,2.68,-5.91,-1328.8,401.15,2324.5,2.56,527
18,42,-157,5.11,2.89,-5.75,-1357.45,103.87,2098.85,2.56,527
19,43,-158,5.35,2.59,-6.1,-1708.45,-630.37,3262.89,2.56,527
19,43,-159,5.15,2.15,-7.28,-1941.26,-1210.6,3707.02,2.56,527
20,43,-160,6.26,1.79,-8.3,-1962.75,-1647.56,3599.57,2.56,527
22,42,-161,7.54,1.62,-8.82,-1977.08,-2091.69,4340.97,2.56,527
23,42,-163,7.62,1.4,-8.19,-1926.93,-1984.24,4677.65,2.56,527
351,42,-164,7.91,1.15,-7.21,-1575.93,-1325.21,4226.36,2.56,527
354,42,-166,7.25,1.46,-6.26,-1174.79,-594.56,2657.59,2.56,527
355,42,-166,7.01,0.84,-6.41,-838.11,125.36,1618.91,2.56,527
357,43,-167,7.48,0.72,-6.17,-608.88,361.75,2625.36,2.56,527
359,43,-168,7.08,-0.02,-5.88,-103.87,809.46,2045.13,2.56,527
21,44,-169,6.49,0.3,-5.41,358.17,1042.26,1411.17,2.56,527
19,45,-170,6.14,0.23,-5,755.73,1110.32,1672.64,2.56,527
15,46,-172,6.29,-0.33,-4.19,1074.5,1117.48,2990.69,2.56,527
12,47,-175,5.16,-2.7,-3.88,1518.62,1217.77,4537.97,2.56,527
6,47,179,7.26,-3.05,-2.92,2149,1214.18,5856.02,2.56,527
357,48,171,9.5,-8.79,-3.44,3338.11,1658.31,7944.13,2.56,527
345,49,162,6.57,-5.74,-4.58,6131.81,3219.91,6232.09,2.56,527
336,49,154,8.54,-8.13,-4.63,7324.5,3169.77,8252.15,2.56,527
321,47,140,4.92,-4.12,-3.16,9269.34,3141.12,11805.16,2.57,527
303,41,126,6.75,-5.02,-2.41,10268.62,1475.64,15351,2.56,527
289,35,114,7.73,-4.26,-2.54,12191.98,2510.74,8789.4,2.56,527
282,32,106,10.22,-7.36,-3.13,12514.33,3402.58,8098.14,2.56,528
274,27,95,7.25,-12.83,-5.68,12804.44,4305.16,7815.19,2.56,528
268,23,85,7.03,-9.76,-1.57,13255.73,4649,7134.67,2.56,528
264,18,75,2.57,-9.14,1.83,11873.21,4953.44,4383.95,2.57,528
262,15,69,3.79,-8.55,5.47,9824.5,3499.28,5537.25,2.56,528
259,11,63,4.37,-12.87,6.93,9029.37,3065.9,5397.56,2.56,528
256,7,58,5.82,-10.42,4.2,7886.82,3055.16,5150.43,2.56,528
252,2,54,-0.84,-5.2,7.53,4355.3,698.42,7761.46,2.54,528
249,0,52,-2.03,-6.44,7.44,2292.26,35.82,4083.09,2.56,528
247,-1,52,-1.4,-3.04,10.56,-222.06,-272.21,139.68,2.56,528
248,0,54,1.43,-4.77,7.67,-4473.5,-476.36,-2578.8,2.56,528
250,2,58,-1.34,-5.26,5.42,-7206.3,-870.34,-4308.74,2.56,528
253,4,62,-0.07,-6.87,2.59,-8391.83,-1558.02,-4871.06,2.56,528
256,8,67,1.09,-7.72,1.86,-7965.62,-1522.21,-5533.67,2.55,528
259,11,72,1.64,-8.78,1.76,-6056.59,-1368.19,-4974.93,2.56,528
261,13,75,8.13,-11.86,2.51,-3223.5,-436.96,-626.79,2.56,528
261,13,76,1.8,-11,4.36,680.52,1113.9,1862.46,2.56,528
260,11,74,0.57,-12.75,3.15,3277.22,1665.47,2861.75,2.56,528
258,9,70,1.07,-10.61,3.3,7170.49,2084.53,2682.66,2.56,528
257,7,64,1.88,-8.65,4.49,8513.61,1830.23,2560.89,2.56,528
256,5,60,0.51,-7.62,5.39,7908.31,1737.11,3699.86,2.56,528
253,2,55,1.26,-5.4,5.9,7392.55,1192.69,4978.51,2.56,528
251,0,49,12.41,-30.9,-16.72,12306.59,-1575.93,-2059.46,2.56,528
252,0,53,1.93,-12.11,7.18,-1873.21,-1117.48,-2471.35,2.56,528
251,0,53,-0.73,-6.65,9.48,-555.16,-1314.47,-752.15,2.56,528
251,2,54,0.88,-4.9,8.49,-2363.9,-1737.11,-2127.51,2.56,528
253,5,57,1.08,-5.41,6.43,-5111.03,-1909.03,-4040.11,2.57,528
260,13,69,1.64,-6.85,1.15,-8334.53,-2718.48,-5684.1,2.56,529
263,18,75,0.14,-6.85,1.17,-7277.94,-3008.6,-5730.66,2.56,529
268,23,83,1.8,-12.61,2.5,390.4,-103.87,2560.89,2.57,529
266,21,82,3.72,-11.18,0.82,1661.89,128.94,3248.57,2.56,529
262,17,79,2.71,-9.56,2.86,830.95,254.3,1747.85,2.56,529
262,16,79,2.61,-6.54,3.49,-1149.71,-386.82,-712.75,2.56,529
263,17,80,3.8,-6.62,1.79,-3083.81,-1131.81,-2417.62,2.56,529
265,19,83,3.49,-8.27,1.33,-3932.66,-1393.27,-2643.27,2.56,529
268,21,86,3.91,-9.53,1.24,-3628.22,-1504.3,-2542.98,2.56,529
269,22,88,4.67,-9.76,1.3,-1747.85,-1207.02,-1783.67,2.55,529
270,23,88,5.32,-9.31,0.93,1443.41,71.63,-100.29,2.56,529
270,23,86,4.98,-8.69,0.72,3610.32,1371.78,1267.91,2.56,529
267,20,81,3.63,-8.6,1.74,6138.97,2360.32,3399,2.56,529
265,17,76,2.46,-8.61,2.64,7274.36,2962.03,3875.36,2.56,529
263,15,72,2.56,-8.96,3.83,7088.11,2560.89,4666.91,2.56,529
260,11,66,1.97,-8.75,4.28,7575.21,2227.79,4534.38,2.56,529
258,8,61,0.56,-7.75,5.16,7095.27,1952.01,3893.27,2.56,529
256,6,58,-1.76,-8.14,6.82,6207.02,1866.05,3098.14,2.56,529
253,3,55,0.58,-3.69,9.3,4580.95,497.85,3843.12,2.54,529
253,3,53,1.16,-5.28,7.31,1454.15,590.97,-25.07,2.56,529
253,2,53,-0.91,-9.28,6.24,-748.57,107.45,590.97,2.57,530
253,2,53,-2.11,-8.2,7.36,-1368.19,-601.72,351,2.56,530
253,3,55,-1.35,-6.48,7.93,-2220.63,-1812.32,-189.83,2.56,530
252,4,57,2.39,-5.12,6.09,-3796.56,-2500,-659.03,2.56,530
253,5,59,0.4,-5.57,3.65,-4989.25,-2141.83,-2037.97,2.57,530
254,7,63,3.06,-5.41,3.93,-5501.43,-2098.85,-1948.42,2.56,530
255,9,67,4.45,-8.13,2.87,-4957.02,-924.07,-2750.72,2.54,530
257,10,69,2.06,-10.89,3.54,-3047.99,207.74,-1081.66,2.56,530
258,10,70,1.78,-10.85,4.23,-3.58,1138.97,-243.55,2.56,530
258,10,69,1.62,-9.81,5.21,2041.55,1493.55,1081.66,2.56,530
258,8,66,2.92,-10.21,4.93,4760.03,2410.46,1815.9,2.54,530
257,6,62,1.66,-7.98,5.2,6507.88,2489.26,1962.75,2.56,530
257,5,59,0.39,-8.79,4.97,5752.15,2682.66,2840.26,2.57,530
255,2,55,0.65,-6.45,6.62,5494.27,2457.02,3162.61,2.56,530
255,2,55,28.51,-32.7,-15.73,-18646.13,906.16,-530.09,2.55,530
255,1,54,-3.53,-6.38,4.66,265.04,-644.7,136.1,2.56,530
254,1,54,-0.08,-8.2,8.32,-834.53,-1389.68,50.14,2.56,530
255,2,55,1.63,-6.5,9.69,-2052.29,-1787.25,-1529.37,2.56,530
255,4,58,2.39,-7.22,8.32,-4086.68,-2030.8,-2639.68,2.56,530
258,8,61,3.97,-7.91,6.53,-5924.07,-1704.87,-5845.27,2.56,530
262,11,65,3.98,-7.77,5.4,-7492.84,-1780.09,-9050.86,2.56,530
268,18,70,4.11,-7.95,3.06,-8545.85,-2349.57,-10318.77,2.56,530
276,25,76,3.16,-8.8,0.96,-9358.88,-3560.17,-10214.9,2.56,530
283,32,83,2.44,-8.05,-0.73,-9409.03,-5114.61,-8062.32,2.56,530
286,36,90,4.46,-6.11,-0.88,-9305.16,-6146.13,-5823.78,2.56,530
291,39,99,4.07,-5.32,-1.97,-8699.86,-5906.16,-6772.92,2.56,530
296,42,109,4.19,-6.26,-1.99,-8030.09,-5813.04,-4358.88,2.56,531
300,43,118,3.72,-3.72,-1.09,-6758.6,-5146.85,-4290.83,2.56,531
303,43,124,6.05,-7.26,-1.51,-5121.78,-4505.73,-4025.79,2.56,531
307,44,131,11.2,-10.8,-2.38,-3234.24,-2983.52,-5426.22,2.56,531
310,46,135,12.11,-9.47,-6.23,-286.53,-934.81,-3388.25,2.56,531
309,46,134,3.25,-3.46,-2.59,1242.84,626.79,2378.22,2.56,531
307,45,133,8.99,-4.96,-4.34,1762.18,522.92,1805.16,2.55,531
305,45,131,5.79,-4.08,-3.56,1672.64,909.74,583.81,2.57,531
304,44,129,6.6,-4.08,-3.36,547.99,415.47,827.36,2.56,531
304,44,129,6.92,-4.57,-3.39,-236.39,53.72,300.86,2.57,531
304,44,129,7.58,-5.3,-3.45,-777.22,-161.17,576.65,2.56,531
304,44,130,8.27,-5.52,-3.38,-773.64,-71.63,286.53,2.57,531
305,44,130,7.03,-6.19,-3.84,-626.79,136.1,-372.49,2.57,531
306,44,130,7.47,-5.87,-3.6,-415.47,42.98,64.47,2.57,531
306,44,131,6.59,-5.61,-3.67,-250.72,103.87,-476.36,2.56,531
306,44,131,5.87,-5.7,-3.42,-257.88,-139.68,107.45,2.57,531
306,44,131,6.77,-5.71,-3.52,-261.46,-479.94,648.28,2.56,531
306,43,131,6.46,-5.89,-3.78,-64.47,-447.71,214.9,2.57,531
305,43,131,7.43,-6.08,-3.62,-3.58,-626.79,924.07,2.55,531
304,43,131,7.3,-5.96,-3.55,282.95,-361.75,-7.16,2.56,531
303,42,131,6.69,-5.82,-3.48,386.82,-376.07,286.53,2.56,531
302,42,130,7.02,-5.49,-3.28,479.94,-343.84,96.7,2.57,531
302,42,130,6.84,-5.59,-3.53,358.17,-404.73,411.89,2.56,531
301,42,130,7.3,-5.58,-3.5,361.75,-333.09,243.55,2.56,531
300,42,130,7.21,-5.99,-3.88,379.66,-189.83,-89.54,2.56,531
300,41,130,7.22,-5.73,-3.47,429.8,-118.19,-60.89,2.57,531
300,42,130,6.63,-5.79,-3.56,426.22,-132.52,-82.38,2.55,531
299,42,129,6.78,-6,-3.47,379.66,-218.48,0,2.56,532
298,42,129,7.08,-6.12,-3.59,436.96,-282.95,-93.12,2.56,532
297,41,128,6.95,-6.22,-3.87,476.36,-411.89,322.35,2.57,532
297,41,128,6.47,-5.58,-3.42,623.21,-415.47,28.65,2.55,532
296,41,128,6.09,-5.72,-3.57,619.63,-494.27,-537.25,2.56,532
296,41,128,6.67,-5.95,-4.16,705.59,-648.28,-913.32,2.57,532
295,42,129,7.09,-4.97,-4.58,848.85,-744.99,-1124.64,2.55,532
295,42,129,7.47,-4.39,-5.85,641.12,-1027.94,-648.28,2.56,532
293,41,129,8.01,-3.72,-6.77,200.57,-1565.19,179.08,2.56,532
292,40,130,6.18,-2.25,-8.56,-727.08,-2414.04,-791.55,2.56,532
293,40,134,0.86,-1.1,-9.17,-2453.44,-4473.5,-2550.14,2.56,532
293,38,138,3.12,-2.02,-10.19,-4820.92,-7940.54,-2704.15,2.56,532
293,35,146,9.01,-2.76,-8.71,-6339.54,-9502.15,-3359.6,2.55,532
6,31,155,14.14,-3.83,-5.63,-7342.41,-9344.56,-5361.75,2.56,532
3,27,163,19.88,-6.34,-1.01,-7757.88,-7027.22,-3610.32,2.55,532
1,25,168,24.82,-8.21,4.52,-6346.71,-1823.07,-3821.63,2.56,532
1,26,172,27.03,-11.09,2.82,-4892.55,2933.38,-702.01,2.54,532
3,31,173,27.43,-12.54,-0.15,-1647.56,9781.52,2883.24,2.56,532
5,40,170,25.65,-14.09,-8.17,3087.39,17095.27,2521.49,2.55,532
340,49,163,21.73,-12.73,-18.24,7578.8,22825.93,5927.65,2.56,532
332,61,138,18.34,-11.73,-22.14,10920.49,25218.48,10580.23,2.54,532
320,60,92,15.95,-11.58,-23,16074.5,25805.87,16837.39,2.56,532
309,45,59,15.78,-8.62,-21.08,21966.33,25361.75,15050.14,2.54,532
302,31,43,0.88,0.89,-16.01,24917.62,22754.3,18284.38,2.56,532
288,13,27,4.03,5.13,-6.02,24903.29,16149.71,21762.18,2.56,532
275,1,12,5.76,7.87,1.44,22073.78,9036.53,15702.01,2.56,532
276,-5,1,-20.44,-10.26,8.96,8230.66,10308.02,-7983.52,2.55,532
273,-9,-3,-0.45,-8.05,4.81,7557.31,4412.61,8839.54,2.56,533
271,-12,-9,-5.51,-0.32,3.69,9083.09,5250.72,-870.34,2.54,533
270,-14,-15,-1.89,2.44,5.37,7073.78,2782.95,3116.05,2.56,533
269,-15,-19,-0.31,4.55,6.82,5157.59,2611.03,1457.74,2.54,533
268,-17,-21,-4.85,4.63,7.06,3065.9,2729.23,1568.77,2.56,533
266,-17,-24,-1.03,3.35,5.47,1479.23,1482.81,4366.05,2.54,533
264,-17,-25,-4.93,4.88,6.94,1149.71,1873.21,2098.85,2.56,533
262,-17,-26,-0.35,5.95,6.97,329.51,608.88,3839.54,2.55,533
261,-17,-27,-3.15,4.57,8.74,-42.98,1224.93,1106.73,2.56,533
259,-17,-27,-2.74,4.3,7.55,-340.26,777.22,1776.5,2.55,533
258,-17,-27,-4.49,4.11,7.8,-426.22,236.39,1665.47,2.56,533
257,-16,-27,-2.8,5.65,6.24,-333.09,-426.22,1418.34,2.56,533
256,-15,-27,-2.19,6.24,7.74,-490.69,-856.02,1289.4,2.56,533
258,-15,-27,-2.26,4.75,7.85,-458.45,-848.85,325.93,2.56,533
259,-14,-27,-1.92,4.44,7.69,-132.52,-1053.01,-71.63,2.56,533
259,-13,-27,-1.98,5.43,7.64,-100.29,-888.25,143.27,2.56,533
263,-9,-23,-1.85,12.98,6.9,-3169.77,-1848.14,1174.79,2.56,533
265,-9,-21,-2.74,10.77,8.91,-4638.25,-1840.97,-4595.27,2.56,533
271,-5,-6,0.23,-1.2,5.3,-4677.65,-551.58,-5411.89,2.56,533
274,-5,-4,-1.76,-2.05,6.99,-3850.29,-1697.71,-981.38,2.56,534
273,-4,-2,0.9,0.36,8.67,-3907.59,-2213.47,2979.94,2.56,534
272,-3,0,2.37,-0.08,11.23,-3427.65,-977.79,-7.16,2.56,534
272,-2,2,2.58,-1.14,10.9,-3202.01,-390.4,795.13,2.56,534
271,-2,4,1.07,-0.96,11.3,-2843.84,393.98,175.5,2.56,534
272,-3,5,-0.38,-1.63,10.75,-2217.05,909.74,-1740.69,2.56,534
273,-3,7,-0.57,-1.75,11.21,-2077.36,533.67,404.73,2.56,534
273,-4,8,-1.04,-1.35,11.11,-1558.02,490.69,-590.97,2.56,534
273,-4,9,-1.74,-1.58,11.21,-1396.85,325.93,-300.86,2.56,534
273,-4,10,-1.61,-1.31,10.88,-1192.69,150.43,-250.72,2.56,534
273,-4,10,-1.63,-2.13,10.34,-909.74,-257.88,-175.5,2.56,534
274,-4,11,-1.15,-2.11,10.01,-709.17,-419.05,297.28,2.56,534
275,-3,11,-1.32,-0.88,10.01,-361.75,-300.86,-562.32,2.56,534
275,-3,11,-0.72,0.08,9.94,-411.89,-522.92,229.23,2.56,534
275,-3,12,-1.45,-0.5,9.62,-433.38,-379.66,-530.09,2.56,534
276,-2,12,-1.32,-1.16,9.12,-376.07,-487.11,-508.6,2.56,534
276,-2,12,-0.69,-0.95,9.19,-304.44,-691.26,146.85,2.57,534
276,-2,12,-0.11,-0.74,9.75,-161.17,-698.42,365.33,2.56,534
276,-1,12,-0.39,-0.48,9.93,-60.89,-433.38,-239.97,2.57,534
277,-1,12,-0.19,-0.65,10.1,-179.08,-361.75,46.56,2.55,534
277,-1,12,-0.19,-0.99,9.55,-186.25,-236.39,-128.94,2.56,534
278,-1,12,-1.16,-1.5,9.26,-35.82,-35.82,-845.27,2.56,534
278,-1,12,-1.2,-1.49,9.15,50.14,-257.88,-236.39,2.57,534
278,0,12,-0.68,-1.03,9.54,46.56,-458.45,422.64,2.56,534
278,0,12,-0.29,-0.93,9.69,71.63,-422.64,218.48,2.56,534
278,0,12,0.02,-1.01,9.98,-17.91,-422.64,626.79,2.56,534
278,0,12,0.09,-1.22,10.15,46.56,-132.52,32.23,2.56,534
278,0,11,-0.06,-1.13,9.89,42.98,46.56,14.33,2.54,535
278,0,11,-0.36,-1.55,9.79,53.72,186.25,-175.5,2.56,535
278,0,11,-0.36,-2.04,9.5,118.19,207.74,-93.12,2.56,535
278,0,11,-0.86,-2.35,9.36,275.79,189.83,17.91,2.57,535
279,0,11,-1.03,-2.51,9.3,393.98,42.98,479.94,2.55,535
278,0,10,-0.2,-2.33,9.04,451.29,-146.85,1042.26,2.56,535
277,0,10,-0.82,-2.57,8.97,655.44,-71.63,612.46,2.56,535
277,0,9,-0.67,-2.97,8.51,852.44,-146.85,512.18,2.57,535
277,0,9,-1.45,-3.07,8.19,1149.71,-304.44,254.3,2.56,535
277,0,8,-0.6,-2.61,8.43,1339.54,-637.54,616.05,2.56,535
276,0,7,-1.52,-2.92,8.79,1325.21,-967.05,1486.39,2.56,535
275,0,6,0.01,-4.39,9.45,1475.64,-1421.92,2177.65,2.56,535
273,1,5,-0.11,-4.54,9.75,1823.07,-1690.54,3882.52,2.55,535
270,2,4,0.5,-2.23,9.78,2149,-1826.65,4072.35,2.56,535
267,3,3,-0.03,-0.93,9.31,2202.72,-1740.69,3402.58,2.56,535
265,4,2,0.47,2.29,9,1686.96,-1977.08,4319.48,2.57,535
262,5,1,1.92,3.34,8.78,343.84,-2546.56,6550.86,2.55,535
257,7,2,2.3,5.55,8.84,-587.39,-2650.43,6905.44,2.56,535
252,8,4,0.97,3.89,7.88,-2449.86,-2224.21,8395.42,2.56,535
247,9,6,2.94,1.81,7.2,-3058.74,-1622.49,6250,2.56,535
244,9,9,2.32,-1.61,5.94,-3857.45,-1300.14,7242.12,2.56,535
239,9,12,0.94,-2.57,6.26,-3886.1,-1178.37,8363.18,2.56,535
232,8,16,1.26,-2.51,6.1,-3832.38,-1407.59,10626.79,2.57,535
225,7,19,1.23,-1.48,7.32,-3595.99,-1289.4,10494.27,2.56,535
220,5,22,0.12,-3.31,7.64,-3452.72,-941.98,8771.49,2.56,535
214,4,24,-0.53,-4.45,8.11,-3259.31,-1070.92,8338.11,2.56,535
208,2,27,-0.23,-4.83,8.94,-3216.33,-1726.36,10401.15,2.56,536
200,0,29,0.25,-4.6,9.03,-3409.74,-2156.16,12077.36,2.56,536
193,-2,31,-2.41,-5.96,8.39,-2940.54,-1966.33,10042.98,2.56,536
187,-4,32,-1.85,-6.55,8.85,-2711.32,-2507.16,9409.03,2.56,536
179,-6,33,-1.77,-6.57,11.15,-2639.68,-3427.65,10949.14,2.56,536
170,-9,34,0.78,-10.85,13.1,-2861.75,-4036.53,12041.55,2.56,536
163,-10,34,2.64,-12.84,11.16,-2020.06,-4086.68,12636.1,2.56,536
154,-13,34,4.29,-7.7,10.8,-3148.28,-3818.05,11053.01,2.54,536
148,-15,34,2.33,-7.37,9.89,-1207.02,-447.71,4745.7,2.56,536
148,-15,34,-0.22,-6.93,7.79,537.25,-290.11,-805.87,2.54,536
148,-15,34,-0.51,-6.16,6.89,182.66,-612.46,884.67,2.56,536
147,-15,34,0.24,-5.86,7.12,-322.35,-734.24,2729.23,2.56,536
144,-16,33,-0.44,-5.72,6.81,-236.39,-447.71,1722.78,2.56,536
