"z","y","x","ax","ay","az","gx","gy","gz","b","c"
300,38,121,3.36,-3.03,-0.08,10272.21,4781.52,5401.15,2.57,495
294,37,110,5.77,-7.21,-1.95,10519.34,5125.36,7242.12,2.56,495
286,32,99,9.45,-6.14,-1.49,11060.17,5780.8,7034.38,2.56,495
283,30,92,8.57,-10.16,-4.71,10974.21,6883.95,6189.11,2.56,495
280,25,82,6,-10.69,-2.35,11081.66,6704.87,6744.27,2.56,495
276,20,73,6.18,-10.73,-0.3,10616.05,5999.28,5515.76,2.56,495
274,16,65,4.03,-8.52,5.74,9803.01,4616.76,5698.42,2.56,495
271,12,61,0.13,-13.61,7.45,8399,3030.09,7009.31,2.56,496
266,7,56,-1.07,-5.46,10.92,6647.56,1031.52,7639.68,2.56,496
263,5,54,-1.21,-2.43,9.47,1597.42,-795.13,1762.18,2.56,496
263,6,55,5.8,-6.85,5.03,-4208.45,-2181.23,-1812.32,2.56,496
264,8,58,2.32,-7.65,2.76,-7808.02,-2414.04,-3291.55,2.56,496
266,11,64,2.06,-7.04,0.97,-9634.67,-2915.47,-3631.81,2.56,496
269,14,71,2.82,-6.26,0.39,-10333.09,-3062.32,-4154.73,2.56,496
271,17,78,3.45,-8.05,0.51,-8760.75,-1869.63,-2704.15,2.56,496
273,19,82,2.42,-13.51,1.94,-4623.93,-1099.57,-3617.48,2.56,496
274,20,84,7.18,-14.7,0.96,-254.3,-368.91,1239.26,2.56,496
272,18,81,4.92,-13.6,0.95,5770.06,2012.89,2464.18,2.56,496
271,16,74,2.83,-10.18,1.74,10709.17,3495.7,1973.5,2.56,496
270,14,68,1.46,-8.59,4.13,11113.9,3420.49,4090.26,2.56,496
267,10,61,2.17,-6.7,4.6,9874.64,2979.94,4548.71,2.56,496
264,7,55,1.14,-5.12,6.3,7768.62,2417.62,4147.56,2.56,496
263,5,51,-0.46,-9.31,3.91,5884.67,1937.68,2037.97,2.56,496
261,3,48,1.25,-4.52,6.55,4104.58,877.51,3069.48,2.56,496
260,1,46,-1.16,-3.81,8.53,1934.1,590.97,1794.41,2.56,496
259,1,47,-1.36,-2.87,8.61,-1672.64,-254.3,-239.97,2.56,496
260,2,49,-1.17,-4.1,6.03,-5368.91,-1418.34,-2374.64,2.56,496
261,4,53,1.22,-6.92,3.4,-7765.04,-1783.67,-3062.32,2.56,496
263,6,58,2.04,-10.47,3.08,-7596.71,-1747.85,-2335.24,2.56,496
264,7,62,3.45,-11.77,3.3,-4652.58,-934.81,-1364.61,2.56,496
264,8,63,2.2,-13.05,3.18,390.4,472.78,-662.61,2.56,496
265,8,61,2.41,-9.64,4.37,5139.68,1300.14,-136.1,2.56,496
265,7,57,2.08,-8.86,4.66,6658.31,1901.86,1472.06,2.56,496
263,5,52,0.89,-8.33,5.54,7439.11,2102.44,2947.71,2.56,497
262,2,48,-1.35,-5.06,7.31,6686.96,1608.17,2761.46,2.56,497
261,2,46,-12.65,-1.67,7.45,-7396.13,304.44,426.22,2.56,497
261,3,48,0.49,-7.24,6.93,-1486.39,-1146.13,1088.83,2.56,497
261,4,49,0.54,-7.27,7.14,-2969.2,-1575.93,-780.8,2.56,497
262,5,52,-1.22,-6,7.12,-5068.05,-2303.01,-1851.72,2.56,497
262,7,55,1.17,-5.98,5,-7489.25,-3578.08,-2800.86,2.56,497
264,10,61,3.08,-4.9,3.23,-8850.29,-3950.57,-4004.3,2.56,497
266,14,68,2.69,-6.85,1.4,-10257.88,-3835.96,-4280.09,2.56,497
268,17,75,4.73,-9.4,-0.96,-9709.89,-3506.45,-3796.56,2.56,497
270,20,80,6.7,-10.16,-0.78,-7166.91,-1905.44,-3022.92,2.56,497
273,22,84,5.27,-11.17,2.24,-4315.9,-39.4,-2936.96,2.56,497
275,22,85,5.05,-10.61,2.23,-422.64,1593.84,114.61,2.56,497
275,21,83,1.97,-10.73,0.41,2274.36,2553.72,2037.97,2.56,497
275,20,81,1.49,-7.58,2.61,3434.81,2363.9,1429.08,2.57,497
274,19,79,2.79,-6.9,2.86,2234.96,1536.53,1067.34,2.56,497
274,19,78,2.53,-7.64,2.39,139.68,522.92,408.31,2.56,497
274,19,79,3.45,-8.96,0.81,-1038.68,-157.59,-186.25,2.56,497
275,19,79,3.96,-8.4,1.22,-1181.95,-150.43,-637.54,2.56,497
275,19,80,3.47,-9.74,1.55,-988.54,50.14,-451.29,2.56,497
276,19,80,3.31,-8.84,2.39,17.91,372.49,236.39,2.56,497
276,19,80,2.61,-9.21,2.82,659.03,444.13,254.3,2.55,497
275,19,79,3.53,-8.52,1.84,938.4,368.91,730.66,2.56,497
275,18,78,2.64,-8.8,2.38,777.22,465.62,372.49,2.56,497
275,18,78,3.19,-8.96,2.18,404.73,207.74,487.11,2.56,497
274,17,78,1.77,-8.95,3.1,-551.58,-687.68,1683.38,2.56,497
273,17,79,1.88,-7.4,1.04,-2191.98,-1558.02,906.16,2.56,497
273,17,81,2.94,-5.26,1.83,-3302.29,-1586.68,-2134.67,2.56,498
275,19,84,6.04,-7.04,1.19,-3757.16,-1160.46,-2833.09,2.56,498
276,20,86,3.84,-12.32,0.54,-1350.29,139.68,-605.3,2.56,498
276,20,85,3.62,-12.82,-0.72,2969.2,1321.63,1558.02,2.56,498
275,18,82,3.47,-13.55,-1.48,6518.62,2234.96,2184.81,2.56,498
273,17,75,2.76,-10.01,0.24,9477.08,2951.29,2815.19,2.56,498
271,14,68,3.44,-6.16,4.27,9634.67,3151.86,3384.67,2.56,498
269,12,64,2.23,-8.75,4.87,8900.43,3184.1,3624.64,2.56,498
267,8,58,1.57,-6.03,5.71,7467.77,2922.64,4527.22,2.55,498
265,5,53,-1.2,-7.78,6,6994.99,2449.86,2725.64,2.56,498
264,3,49,-0.92,-7.75,8.1,5361.75,1536.53,2851,2.56,498
263,2,47,1.02,-3.46,7.77,2657.59,705.59,1869.63,2.56,498
262,1,46,-2.89,-6.71,8.47,60.89,340.26,1067.34,2.56,498
262,1,47,-1.35,-4.85,7.34,-2926.22,-1002.87,-1303.72,2.56,498
263,3,51,-1.04,-6.29,6.27,-5752.15,-2267.19,-3073.07,2.56,498
268,11,64,2.83,-9.66,1.09,-10598.14,-4455.59,-5633.95,2.56,498
272,17,72,2.33,-6.81,-0.48,-11905.44,-5214.9,-8868.2,2.56,498
293,37,112,5.57,-2.76,-1.29,-9462.75,-7492.84,709.17,2.56,498
292,34,118,9.62,-5.96,-2.08,-8775.07,-3108.88,5995.7,2.56,498
296,33,122,4.12,-6.89,-5.16,1633.24,3356.02,2020.06,2.56,498
297,34,119,2.58,-6.97,-4,2170.49,3649.71,93.12,2.56,499
298,35,117,2.26,-5.41,-2.77,1038.68,2431.95,-164.76,2.57,499
299,35,116,4.21,-6.16,-2.24,-336.68,1275.07,254.3,2.56,499
300,36,116,4.79,-5.76,-2.04,-1464.9,429.8,-651.86,2.55,499
302,36,117,6.2,-7.43,-3.51,-1762.18,-286.53,150.43,2.56,499
302,36,118,5.68,-7.8,-4.11,-906.16,-239.97,-35.82,2.56,499
302,36,119,5.64,-7.11,-4.03,279.37,-261.46,239.97,2.56,499
301,35,118,5.49,-6.69,-3.88,984.96,-182.66,204.15,2.56,499
300,35,117,5.43,-6.37,-3.41,1450.57,-161.17,612.46,2.55,499
299,35,116,5.39,-6.71,-3.11,1486.39,-146.85,46.56,2.56,499
298,35,116,4.49,-6.64,-2.85,1106.73,-426.22,544.41,2.57,499
296,34,115,5.54,-6.56,-2.94,716.33,-694.84,476.36,2.56,499
295,34,115,5.71,-6.82,-3.06,189.83,-770.06,68.05,2.56,499
295,34,116,6.38,-7.01,-3.5,-175.5,-684.1,-21.49,2.56,499
295,34,116,4.87,-7.32,-3.57,-333.09,-530.09,-196.99,2.56,499
294,34,116,5.37,-6.56,-3.58,-351,-608.88,-39.4,2.56,499
294,33,117,5.34,-7.18,-4.03,-340.26,-573.07,-68.05,2.56,499
294,33,117,5.72,-7.28,-4.17,-132.52,-565.9,114.61,2.56,499
294,33,117,5.52,-6.94,-3.77,204.15,-372.49,-426.22,2.56,499
294,33,118,5.2,-7.11,-3.88,351,-408.31,-573.07,2.56,499
293,33,118,5.1,-6.25,-3.26,404.73,-576.65,-501.43,2.56,499
293,34,118,5.38,-6.19,-3.12,247.13,-687.68,-856.02,2.56,499
293,34,118,6.06,-6.79,-3.58,150.43,-784.38,-666.19,2.56,499
293,34,118,5.9,-6.82,-3.78,207.74,-659.03,-1092.41,2.56,499
293,35,119,6.38,-7.09,-4.8,336.68,-698.42,-741.4,2.56,499
292,34,119,8.05,-5.85,-7.79,114.61,-1063.75,-608.88,2.56,499
292,35,120,9.51,-1.48,-13.22,-845.27,-2242.12,-2757.88,2.56,499
294,37,124,0.2,3.25,-16.81,-2550.14,-3753.58,-7944.13,2.56,500
299,39,133,-0.7,4.38,-15.92,-5651.86,-8295.13,-9953.44,2.56,500
304,38,145,10.59,0.6,-7.93,-8305.87,-11321.63,-7421.2,2.56,500
13,35,153,25.67,-5.45,4.37,-9154.73,-8284.38,-5734.24,2.56,500
10,33,163,39.03,-17.8,8.79,-8148.28,-2116.76,-6275.07,2.56,500
7,37,169,37.09,-22.31,3.91,-3330.95,10164.76,-6321.63,2.56,500
348,49,169,28.32,-27,-10.42,2811.6,20773.64,-3818.05,2.56,500
347,62,164,20.61,-29.79,-24.99,9738.54,28341.69,-891.83,2.55,500
338,77,115,11.46,-33.37,-35.76,15723.5,30827.36,7700.57,2.56,500
316,60,51,9.37,-19.6,-38.98,28169.77,26640.4,27628.94,2.56,500
289,37,31,13.08,6.21,-37.96,39068.77,17582.38,28574.5,2.56,500
269,25,18,17.6,20.24,-23.97,38105.3,4713.47,32836.68,2.56,500
245,20,4,22.42,-0.58,-1.35,25010.74,-1726.36,23295.13,2.57,500
232,23,-4,8,-1.31,13.71,18270.06,-1260.74,-5193.41,2.56,500
230,23,-13,2.19,1.41,9.86,11765.76,-573.07,3345.27,2.56,500
227,25,-17,4.5,-2.94,8.79,8703.44,-2149,7166.91,2.56,500
221,28,-21,7.41,1.54,7.98,7596.71,-2492.84,5526.5,2.56,500
220,29,-25,4.87,4.66,5.22,5107.45,-1371.78,1536.53,2.56,500
218,31,-27,2.66,2.37,6.79,2206.3,-1758.6,1891.12,2.56,500
217,32,-27,-0.82,2.04,5.55,1092.41,-3037.25,1210.6,2.56,500
216,35,-28,4.34,2.47,6.34,39.4,-4344.56,2654.01,2.56,500
215,38,-27,6.95,6.01,6.75,-1053.01,-3907.59,1740.69,2.56,500
216,41,-27,9.87,4.25,5.22,-2005.73,-2962.03,-193.41,2.56,500
217,41,-27,10.33,2.43,5.16,-2163.32,-1801.58,-1529.37,2.56,500
219,41,-27,8.94,0.14,4.31,-1572.35,-644.7,-1504.3,2.56,500
220,41,-27,8.58,0.65,4.31,-361.75,265.04,-802.29,2.56,500
220,41,-26,6.21,1.4,4.98,487.11,512.18,784.38,2.56,500
219,41,-26,5.5,3.57,5.03,891.83,573.07,530.09,2.56,501
218,41,-26,5.9,5.28,6.23,558.74,343.84,1880.37,2.56,501
216,42,-24,4.84,4.93,6.55,-315.19,121.78,3835.96,2.56,501
214,43,-22,8.23,6.95,6.95,-1103.15,-21.49,3467.05,2.56,501
214,42,-21,10.64,0.94,7.43,-1669.05,1633.24,-2944.13,2.56,501
215,41,-20,6.28,2.9,6.68,-1801.58,1887.54,-1651.15,2.56,501
216,39,-19,6.74,2.86,5.63,-2320.92,2184.81,419.05,2.56,501
217,37,-18,5.39,0.78,6.61,-2188.4,3184.1,-2879.66,2.56,501
218,35,-17,3.99,3.54,6.06,-2310.17,3244.99,-2478.51,2.56,501
221,33,-16,4.18,1.48,6.21,-2542.98,3058.74,-3051.58,2.56,501
222,30,-15,6.99,3.27,7.04,-2743.55,2851,-2267.19,2.56,501
225,28,-14,6.34,2.74,6.76,-2865.33,3252.15,-3857.45,2.56,501
227,26,-13,5.97,2.39,8.17,-3359.6,3212.75,-2901.15,2.56,501
229,23,-12,5.27,3.37,8.7,-3567.34,3338.11,-3456.3,2.56,501
232,20,-10,4.47,3.19,7.92,-4018.62,3287.97,-4512.89,2.56,501
236,18,-8,2.14,1.98,8.9,-4430.52,2754.3,-4315.9,2.56,501
238,16,-6,0,1.47,8.68,-4838.83,1572.35,-2553.72,2.56,501
239,16,-3,1.71,0.76,8.25,-5032.23,505.01,565.9,2.55,501
238,16,0,1.05,0.57,9.41,-4989.25,132.52,827.36,2.56,501
238,16,3,1.31,-1.3,8.54,-4931.95,-207.74,1393.27,2.56,501
237,16,6,2.3,-1.59,9.5,-4688.4,-522.92,3828.8,2.56,501
234,16,10,1.51,-2.69,10.1,-4448.42,-440.54,4147.56,2.56,501
231,15,14,2.04,-3.07,9.54,-4072.35,-644.7,6185.53,2.56,501
226,14,18,3.07,-2.41,10.21,-3728.51,-540.83,7926.22,2.55,501
223,13,20,3.86,-3.43,9.66,-3101.72,146.85,6171.2,2.56,501
219,11,23,3.19,-4.74,9.76,-2460.6,562.32,5318.77,2.55,501
216,10,25,2.57,-4.69,9.48,-1461.32,741.4,5078.8,2.56,502
213,8,26,1.56,-3.51,8.88,-533.67,820.2,3689.11,2.55,502
212,7,26,0.51,-3.49,9.22,204.15,716.33,1475.64,2.56,502
210,6,26,0.79,-3.73,9.13,451.29,200.57,2345.99,2.55,502
208,5,25,1.32,-2.83,9.2,859.6,-225.64,2396.13,2.56,502
207,5,25,0.16,-3.61,9.61,1210.6,-540.83,1346.7,2.55,502
206,5,24,-0.04,-2.77,8.72,1421.92,-1160.46,1468.48,2.56,502
205,6,23,1.64,-2.47,8.41,1353.87,-1776.5,2668.34,2.56,502
202,6,23,2.49,-2.39,8.42,1292.98,-2080.95,2786.53,2.56,502
201,7,22,2.88,-3.81,8.75,1361.03,-1837.39,1475.64,2.56,502
199,7,22,3.5,-2.85,8.72,1432.66,-1719.2,1715.62,2.56,502
198,8,21,3.22,-2.22,9.21,1382.52,-1493.55,1346.7,2.56,502
197,8,20,2.89,-2.56,8.87,1174.79,-1235.67,691.26,2.55,502
196,9,20,3.08,-2.47,8.84,931.23,-1203.44,1189.11,2.56,502
195,9,19,3.01,-2,9.25,752.15,-941.98,311.6,2.56,502
195,10,19,2.88,-2.48,9.64,544.41,-748.57,-60.89,2.56,502
194,10,19,3.12,-2.36,9.3,189.83,-712.75,913.32,2.55,502
194,11,18,3.06,-2.67,9.19,32.23,-393.98,125.36,2.56,502
194,11,18,2.39,-3.17,8.98,-57.31,-196.99,-111.03,2.57,502
194,12,18,2.69,-2.68,8.98,-50.14,-164.76,85.96,2.56,502
194,12,18,2.5,-2.56,8.89,-75.21,82.38,-390.4,2.56,502
195,12,18,2.55,-2.05,8.91,-89.54,329.51,-1035.1,2.56,502
196,12,18,2.35,-1.62,8.9,-300.86,515.76,-1257.16,2.56,502
197,12,18,2.15,-2.49,9.07,-458.45,673.35,-1883.95,2.56,502
198,12,18,2.08,-2.61,9.01,-558.74,780.8,-2123.93,2.56,502
200,11,18,1.75,-2.09,8.66,-741.4,805.87,-1615.33,2.56,502
201,11,19,1.27,-2.17,8.56,-924.07,863.18,-2331.66,2.56,502
203,11,19,1.09,-1.95,8.36,-1113.9,698.42,-2020.06,2.56,503
204,11,20,1.4,-1.61,8.4,-1486.39,444.13,-1733.52,2.56,503
206,12,20,1.62,-1.35,8.24,-1830.23,483.52,-3137.54,2.56,503
208,12,21,1.53,-0.72,7.6,-2331.66,447.71,-4631.09,2.56,503
212,13,22,1.06,-0.88,7.59,-2872.49,311.6,-6113.9,2.56,503
217,15,23,1.24,-1.79,7.43,-3732.09,-404.73,-6439.83,2.56,503
221,17,25,1.4,-2.68,6.65,-4634.67,-1472.06,-4828.08,2.56,503
224,19,27,2.11,-3.05,5.66,-5458.45,-2603.87,-3642.55,2.56,503
226,22,31,3.99,-3.66,4.9,-6106.73,-3359.6,-2997.85,2.56,503
228,25,35,5.08,-4.64,4.44,-6919.77,-4115.33,-1937.68,2.56,503
230,28,40,6.62,-5.55,3.71,-7381.81,-4401.86,-1987.82,2.56,503
231,30,45,8.17,-7.8,2.39,-7901.15,-4595.27,-716.33,2.55,503
232,33,52,8.88,-9.02,1.59,-7965.62,-4401.86,-619.63,2.56,503
234,35,58,8.59,-9.48,1.21,-7700.57,-4068.77,-1138.97,2.56,503
235,37,65,8.68,-9.66,0.63,-7765.04,-4043.7,132.52,2.57,503
236,37,70,8.63,-10.12,0.32,-7825.93,-3907.59,-222.06,2.55,503
237,38,78,7.38,-9.27,-0.48,-7919.05,-3871.78,78.8,2.57,503
238,38,85,7.24,-9.02,-1.4,-8230.66,-3961.32,-14.33,2.56,503
240,39,93,6.4,-8.81,-2.39,-8660.46,-4108.17,-257.88,2.57,503
241,38,99,7.66,-8.44,-3.65,-8982.81,-4036.53,-612.46,2.56,503
268,41,139,5.9,-6.37,-6.66,-7521.49,-3481.38,-6454.15,2.56,503
278,42,148,5.03,-4.71,-5.79,-6572.35,-3438.4,-7457.02,2.56,503
324,36,-178,7.67,1.28,-4.52,-4416.19,-2199.14,-4040.11,2.56,504
323,35,-175,6.96,0.95,-5.49,-4674.07,-1837.39,-2636.1,2.56,504
322,33,-167,4.02,-0.75,-6.83,-4047.28,-368.91,-4058.02,2.56,504
319,32,-163,8.77,4.94,-8.33,-3094.56,358.17,-5254.3,2.56,504
317,32,-159,0.63,4.21,-5.32,-3545.85,873.93,-2704.15,2.56,504
318,32,-157,6.56,4.04,-5.64,-3191.26,787.97,-1167.62,2.56,504
315,32,-153,4.33,1.54,-7.04,-2274.36,1454.15,-5805.87,2.56,504
313,31,-151,4.74,4.76,-7.64,-2048.71,383.24,85.96,2.56,504
314,32,-150,6.95,4.07,-7.21,-1450.57,562.32,-250.72,2.56,504
313,32,-148,5.05,3.99,-6.61,-637.54,984.96,-2159.74,2.55,504
312,31,-147,5.28,4.68,-6.37,-171.92,830.95,-1468.48,2.56,504
311,31,-147,6.04,6.57,-6.69,42.98,691.26,-820.2,2.56,504
310,32,-146,5.45,5.21,-6.82,150.43,795.13,-1128.22,2.56,504
32,32,-146,6.58,5.43,-6.56,454.87,830.95,-161.17,2.56,504
30,32,-146,4.5,5.06,-6.59,519.34,945.56,14.33,2.56,504
27,33,-146,4.2,5.68,-5.89,519.34,730.66,28.65,2.56,504
25,33,-147,5.04,5.72,-5.37,290.11,422.64,716.33,2.56,504
24,33,-147,4.76,5.36,-6.08,136.1,429.8,243.55,2.56,504
23,34,-147,5.52,4.71,-6.72,-50.14,315.19,730.66,2.57,504
21,34,-147,5.03,3.94,-7.12,-35.82,351,967.05,2.56,504
20,35,-147,3.71,4.04,-6.69,204.15,282.95,132.52,2.56,504
19,35,-148,3.05,4.37,-6.23,236.39,-196.99,737.82,2.56,504
18,35,-148,3.62,3.54,-5.72,265.04,-612.46,1035.1,2.56,504
17,35,-149,4.92,3.73,-5.34,300.86,-974.21,1769.34,2.55,505
308,35,-151,7.08,3.59,-5.86,333.09,-977.79,2893.98,2.56,505
310,36,-152,8.08,3.88,-6.82,462.03,-490.69,3305.87,2.56,505
311,36,-154,9.59,4.36,-7.94,537.25,261.46,3886.1,2.56,505
314,38,-156,7.49,5.07,-7.84,555.16,906.16,3975.64,2.55,505
316,40,-158,4.84,5.99,-6.64,383.24,1393.27,4133.24,2.56,505
359,42,-161,4.52,4.66,-5.08,-401.15,795.13,5601.72,2.55,505
356,43,-163,5.33,3.26,-5,-945.56,164.76,5666.19,2.56,505
354,44,-165,5.72,1.79,-5.64,-1289.4,-207.74,5308.02,2.55,505
354,44,-167,6.13,1.2,-5.98,-1615.33,-641.12,4541.55,2.56,505
353,44,-169,6.69,1.01,-5.7,-1876.79,-1164.04,4777.94,2.55,505
354,44,-171,6.75,1.15,-5.31,-1901.86,-1146.13,3212.75,2.56,505
338,43,-171,6.41,1.17,-5.48,-2016.48,-1224.93,3506.45,2.55,505
342,43,-173,6.76,1.53,-6.37,-2052.29,-1357.45,4835.24,2.56,505
346,42,-175,7.44,2.29,-7.78,-1912.61,-1117.48,5354.58,2.55,505
349,42,-177,5.93,2.25,-9.05,-1866.05,-924.07,5723.5,2.56,505
354,42,-179,5.94,0.8,-10.32,-1848.14,-906.16,5465.62,2.56,505
357,41,179,6.73,0,-10.15,-1536.53,-669.77,3742.84,2.56,505
359,41,178,5.48,-0.33,-9.13,-1110.32,-351,1715.62,2.56,505
0,40,178,4.88,0.15,-7.38,-963.47,-440.54,1117.48,2.56,505
1,40,178,5.13,-0.14,-7.22,-902.58,-451.29,655.44,2.56,505
1,40,178,5.96,0.19,-7.13,-637.54,-325.93,383.24,2.56,505
2,40,178,6.72,0.54,-7.63,-343.84,-28.65,977.79,2.56,505
2,40,178,7.22,0.78,-8.12,179.08,583.81,361.75,2.56,505
2,40,178,7.23,0.13,-8.68,501.43,884.67,483.52,2.56,505
2,41,177,6.7,0.14,-8.68,870.34,1174.79,275.79,2.55,505
2,42,176,7.01,-0.87,-8.23,974.21,1138.97,841.69,2.56,506
3,42,175,6.89,-1.56,-6.82,1232.09,1207.02,909.74,2.57,506
3,43,173,6.87,-2.16,-5.24,1461.32,1253.58,1085.24,2.56,506
346,44,171,5.96,-2.67,-3.35,1909.03,1429.08,770.06,2.55,506
342,45,168,5.26,-3.24,-2.31,2356.73,1246.42,2843.84,2.56,506
337,45,165,6.21,-3.53,-1.76,3051.58,1260.74,4620.34,2.57,506
330,45,159,6.8,-3.06,-1.66,3742.84,1679.8,5308.02,2.56,506
321,45,152,7.06,-3.09,-3.06,4781.52,2482.09,5902.58,2.56,506
312,44,144,7.32,-4.38,-4.03,6171.2,3531.52,6063.75,2.56,506
305,44,136,5.68,-4.35,-4.87,7585.96,4537.97,6909.03,2.56,506
296,42,125,6.24,-5.8,-5.35,8560.17,4820.92,8520.77,2.57,506
287,38,114,6.92,-5.09,-4.48,10032.24,5505.01,8005.01,2.56,506
281,36,103,8.56,-4.94,-4.48,10687.68,6486.39,6744.27,2.56,506
278,33,94,7.28,-8.98,-3.62,10648.28,7779.37,4598.85,2.56,506
275,29,84,8.33,-8.54,-1.49,10286.53,7589.54,7639.68,2.57,506
272,24,75,4.34,-9.36,0.2,9516.48,7252.87,6364.61,2.56,506
269,19,68,3.19,-11.07,4.12,8273.64,5659.03,5204.15,2.56,506
267,16,64,0.82,-9.02,8.01,5938.4,3560.17,4527.22,2.56,506
264,12,61,2.76,-7.76,6.54,2861.75,945.56,5014.33,2.56,506
262,10,61,3.46,-6.62,3.78,-1411.17,-272.21,1285.82,2.56,506
262,10,64,0.3,-5.47,4.94,-5605.3,-1515.04,676.93,2.56,506
261,11,68,1.72,-9.27,1.9,-7890.4,-2550.14,-1099.57,2.56,506
262,13,73,3.2,-8.29,1.85,-8112.46,-2603.87,-2593.12,2.56,506
265,16,79,3.92,-8.07,1.91,-6647.56,-1926.93,-5300.86,2.56,506
268,18,82,3.1,-12.28,1.81,-3724.93,-1138.97,-1722.78,2.57,506
268,19,83,4.65,-13.2,0.96,1550.86,168.34,999.28,2.55,506
267,18,80,3.97,-11.17,0.92,5111.03,1683.38,1998.57,2.56,506
265,16,74,3.7,-9.68,0.62,9337.39,3141.12,2657.59,2.57,507
263,13,67,2.1,-8.22,3.08,10730.66,3628.22,3320.2,2.56,507
262,10,62,2.33,-6.85,4.84,9835.24,3427.65,4520.06,2.55,507
259,7,55,-0.67,-7.01,6.06,8399,3356.02,3861.03,2.56,507
257,3,51,0.17,-7.62,5.76,6135.39,2474.93,4118.91,2.57,507
256,2,50,7.8,-18.94,-2.59,-5035.82,-111.03,-2790.11,2.57,507
256,2,50,1.19,-7.85,5.27,46.56,42.98,1124.64,2.55,507
255,2,50,1.08,-6.73,9.76,-186.25,-404.73,-505.01,2.57,507
256,2,51,-0.99,-6.52,8.17,-2012.89,-748.57,-845.27,2.56,507
256,3,54,0.56,-3.22,6.38,-4820.92,-1876.79,-1113.9,2.57,507
256,5,57,1.49,-5.74,4.89,-7342.41,-2048.71,-1787.25,2.56,507
257,6,62,2.23,-8.14,2.71,-7915.47,-1952.01,-1694.13,2.56,507
258,8,67,3.29,-10.34,1.41,-6378.94,-1131.81,-1207.02,2.56,507
258,8,70,1.04,-12.4,2.79,-2736.39,-193.41,-666.19,2.57,507
259,8,70,1.52,-11.11,3.1,1482.81,569.48,-35.82,2.56,507
259,8,68,4.02,-8.88,2.88,4527.22,1081.66,157.59,2.56,507
259,7,64,1.48,-9.65,3.19,6633.24,2059.46,1439.83,2.56,507
257,5,59,-0.16,-6.56,6.02,7317.34,1751.43,3488.54,2.56,507
256,3,55,0.44,-9.45,4.99,6833.81,1443.41,2356.73,2.56,507
254,1,51,-7,-10.15,18.68,6260.75,762.89,3753.58,2.56,507
253,0,50,-2.49,15.89,11.81,-2073.78,1518.62,2818.77,2.56,507
253,0,50,1.39,-7.3,6.59,-186.25,-1124.64,841.69,2.56,507
254,1,50,-0.04,-6.77,8.3,-1554.44,-1221.35,-648.28,2.56,507
254,2,52,-0.05,-6.43,8.18,-3237.82,-1704.87,-1063.75,2.56,507
255,4,55,1.65,-6.97,6.6,-5755.73,-2356.73,-3338.11,2.56,507
257,7,60,1.54,-7.28,4.69,-7876.07,-2016.48,-3699.86,2.56,507
259,10,65,3.74,-8.93,3.47,-9376.79,-3090.97,-5967.05,2.56,507
263,15,71,6.46,-8.42,2.31,-10128.94,-3513.61,-6174.79,2.54,508
268,20,79,2.35,-10.32,0.42,-10476.36,-3513.61,-8323.78,2.56,508
273,25,87,3.09,-9.56,-2.66,-10268.62,-4616.76,-5748.57,2.55,508
276,28,93,4.97,-3.99,-2.14,-9186.96,-4240.69,-8778.65,2.56,508
284,35,101,3.16,-3.47,-2.58,-8363.18,-4090.26,-10934.81,2.55,508
291,39,110,5.08,-4.13,-1.55,-7596.71,-4394.7,-7492.84,2.56,508
296,41,118,6.28,-5.03,-1.98,-6540.11,-3957.74,-3628.22,2.55,508
299,42,123,6.54,-7.37,-0.59,-4813.75,-2281.52,-2041.55,2.56,508
302,42,127,9.36,-10.97,-1,-3180.52,-1310.89,-1303.72,2.56,508
305,43,129,5.13,-10.98,-2.36,-35.82,974.21,-2310.17,2.56,508
303,43,127,10.88,-10.91,-4.42,2270.77,1207.02,4255.01,2.56,508
299,41,123,6.68,-6.59,-4.35,3399,1303.72,6722.78,2.56,508
294,38,118,6.04,-4.32,-3.6,3520.77,1586.68,4355.3,2.56,508
291,37,115,6.25,-3.52,-2.88,2166.91,1196.28,2396.13,2.56,508
291,36,113,5.77,-5.07,-2.52,397.56,816.62,-186.25,2.56,508
293,37,117,5.91,-6.92,-3.44,-383.24,-723.5,-379.66,2.57,508
293,37,117,6.03,-7.05,-3.46,-14.33,-655.44,186.25,2.56,508
291,36,117,5.92,-6.48,-3,501.43,-275.79,401.15,2.56,508
290,36,116,5.84,-6.85,-3.2,336.68,-261.46,702.01,2.57,508
289,36,116,5.63,-6.6,-2.83,125.36,-193.41,168.34,2.56,509
289,35,116,5.86,-6.83,-3.06,-75.21,-290.11,379.66,2.55,509
289,35,116,5.63,-6.98,-3.23,-128.94,-275.79,132.52,2.56,509
288,35,116,5.74,-6.9,-3.28,-164.76,-393.98,451.29,2.56,509
288,35,116,5.49,-6.85,-3.21,-154.01,-365.33,14.33,2.56,509
288,35,117,5.69,-6.66,-3.4,-261.46,-433.38,250.72,2.55,509
288,34,117,6.07,-6.62,-3.47,-315.19,-361.75,60.89,2.57,509
288,34,117,5.87,-6.97,-3.51,-329.51,-164.76,-229.23,2.56,509
289,35,118,5.78,-7.08,-3.54,-257.88,-71.63,-286.53,2.56,509
289,35,118,5.38,-7.19,-3.25,-136.1,-32.23,-35.82,2.56,509
289,35,118,5.13,-7.28,-3.25,32.23,-64.47,196.99,2.56,509
