z,y,x,ax,ay,az,gx,gy,gz,b,c
298,32,103,8.03,-5.70,-2.56,881.09,633.95,920.49,2.56,275
299,32,104,3.62,-5.51,-1.50,-1780.09,-222.06,-780.80,2.56,275
300,33,106,3.64,-7.61,-2.18,-2739.97,-1292.98,-329.51,2.57,275
300,32,108,6.51,-8.78,-2.66,-2367.48,-1568.77,530.09,2.57,275
299,31,110,7.57,-8.58,-2.86,-1207.02,-977.79,1192.69,2.56,275
299,31,110,7.43,-8.30,-3.08,-121.78,-111.03,483.52,2.56,275
298,31,109,7.07,-7.34,-2.56,830.95,719.91,472.78,2.56,275
299,31,108,5.60,-6.91,-2.24,1224.93,1443.41,-515.76,2.56,275
299,31,107,4.91,-6.70,-1.75,931.23,1439.83,68.05,2.56,275
300,32,106,4.47,-7.00,-2.00,576.65,1314.47,-343.84,2.56,275
300,32,105,4.95,-7.40,-2.07,60.89,863.18,336.68,2.56,275
300,32,105,4.93,-7.48,-2.38,-222.06,540.83,146.85,2.57,275
300,32,105,4.63,-7.60,-2.16,-404.73,268.62,157.59,2.57,275
300,31,105,5.17,-7.74,-2.84,-712.75,-211.32,759.31,2.56,275
300,31,106,5.02,-7.46,-2.22,-716.33,-426.22,14.33,2.57,275
300,31,107,5.17,-7.68,-2.26,-594.56,-605.30,93.12,2.56,275
300,31,107,5.40,-8.16,-2.33,-290.11,-601.72,85.96,2.57,276
299,31,107,5.20,-8.21,-2.27,282.95,-436.96,-32.23,2.56,276
299,31,107,5.27,-7.69,-2.01,766.48,-297.28,272.21,2.56,276
298,30,106,5.34,-7.35,-1.83,992.12,-78.80,182.66,2.56,276
297,30,106,4.91,-7.38,-1.54,1013.61,71.63,89.54,2.57,276
297,30,105,4.98,-7.75,-1.90,787.97,57.31,487.11,2.57,276
296,30,105,5.38,-8.08,-2.16,587.39,136.10,103.87,2.56,276
296,30,104,4.62,-7.41,-1.70,333.09,114.61,286.53,2.57,276
296,30,104,3.86,-6.54,-0.96,279.37,100.29,232.81,2.57,276
295,30,104,3.19,-8.77,-2.15,823.78,179.08,-254.30,2.57,276
295,30,102,4.39,-8.29,-1.69,2285.10,265.04,462.03,2.56,276
294,29,101,4.98,-7.89,-1.89,3939.83,787.97,1124.64,2.56,276
292,29,97,4.50,-7.37,-1.24,5136.10,1271.49,1737.11,2.56,276
289,27,92,6.28,-6.81,-0.46,6242.84,1855.30,2772.21,2.56,276
286,25,87,3.97,-7.85,-0.09,6916.19,2521.49,3581.66,2.57,276
284,23,83,4.82,-7.43,1.54,7202.72,2668.34,3889.68,2.56,276
281,20,78,2.81,-10.42,2.35,7227.79,2585.96,4380.37,2.57,276
276,15,73,-12.96,-8.10,-1.89,6780.09,780.80,10028.65,2.56,276
271,11,68,11.84,-10.79,2.51,7084.53,934.81,6024.36,2.57,276
269,9,64,0.55,-7.89,5.77,7070.20,1984.24,4982.09,2.56,276
267,6,60,-0.37,-12.88,4.48,6489.97,1106.73,4011.46,2.56,276
264,3,56,0.75,-5.52,6.65,6493.55,365.33,4297.99,2.57,276
261,1,52,2.65,-6.75,5.34,4835.24,651.86,3724.93,2.57,276
259,0,50,-18.84,-2.18,27.62,4183.38,1124.64,3646.13,2.56,276
258,0,49,2.17,-24.12,10.56,-4229.94,-3087.39,-6790.83,2.56,276
259,0,49,1.94,-6.32,6.12,-408.31,-583.81,-164.76,2.57,276
259,0,50,-0.11,-7.19,9.15,-1805.16,-967.05,-680.52,2.56,276
259,0,51,-0.03,-6.72,7.53,-3832.38,-1525.79,-2048.71,2.56,277
261,2,54,1.67,-5.84,6.76,-5562.32,-2070.20,-3438.40,2.56,277
263,6,59,2.15,-8.28,5.10,-7768.62,-2661.17,-6002.87,2.56,277
268,12,65,3.36,-9.18,2.86,-8914.76,-3270.06,-8395.42,2.56,277
274,18,71,4.86,-9.83,0.74,-9409.03,-4050.86,-9792.26,2.57,277
278,23,76,5.68,-9.37,-1.08,-9455.59,-4656.16,-8635.39,2.56,277
283,29,84,5.57,-9.19,-1.84,-8810.89,-4914.04,-8062.32,2.56,277
288,34,91,3.98,-8.51,-3.26,-7711.32,-5100.29,-5132.52,2.56,277
291,36,98,3.07,-4.55,-0.18,-6181.95,-4663.32,-4727.79,2.57,277
293,38,103,3.64,-5.66,0.84,-4903.29,-4065.19,-2127.51,2.56,277
293,38,108,4.97,-6.55,-0.46,-3667.62,-3348.85,-125.36,2.56,277
292,36,111,8.57,-7.91,-0.96,-1486.39,-1683.38,2245.70,2.56,277
290,35,111,5.46,-7.11,-1.30,848.85,107.45,1712.03,2.57,277
289,34,109,8.24,-7.12,-2.39,2174.07,1167.62,57.31,2.56,277
289,35,107,4.02,-7.01,-1.82,2231.38,1464.90,-780.80,2.56,277
288,34,106,5.82,-6.97,-2.22,1307.31,168.34,2109.60,2.56,277
287,34,105,5.87,-6.52,-1.62,694.84,-17.91,-522.92,2.56,277
287,34,105,6.68,-7.16,-2.14,-107.45,-691.26,691.26,2.56,277
287,34,105,5.45,-6.27,-1.87,-282.95,-601.72,-1135.39,2.56,277
287,34,106,5.29,-7.05,-3.12,-476.36,-1056.59,-698.42,2.57,277
287,35,107,6.01,-5.78,-4.46,-365.33,-1507.88,-694.84,2.56,277
286,34,108,7.37,-4.62,-9.62,-551.58,-2385.39,-35.82,2.56,277
284,34,110,7.28,-2.74,-12.79,-1393.27,-4301.58,-1661.89,2.56,277
284,35,116,4.10,0.71,-15.62,-3839.54,-7800.86,-4108.17,2.56,277
284,35,125,8.08,3.10,-13.61,-7285.10,-10598.14,-7277.94,2.57,277
286,34,135,11.24,0.92,-9.88,-10590.97,-11325.21,-6898.28,2.57,277
12,32,148,18.63,0.24,-2.36,-11436.25,-9355.30,-9548.71,2.56,278
8,31,160,32.48,-11.33,4.62,-11282.24,-3871.78,-6661.89,2.56,278
6,33,168,39.22,-18.69,7.88,-7059.46,6790.83,-6117.48,2.57,278
3,40,172,38.25,-24.14,0.88,-1826.65,18850.29,-7596.71,2.57,278
354,56,175,37.13,-29.82,-9.28,2303.01,26121.06,-4154.73,2.56,278
349,77,161,34.80,-31.48,-31.24,9810.17,34695.56,2439.11,2.56,278
339,78,47,12.46,-28.31,-39.05,20218.48,37596.70,17464.18,2.57,278
313,49,29,6.18,-13.60,-39.05,31439.83,28972.06,38954.16,2.56,278
279,27,17,17.65,9.60,-39.05,43266.48,12317.33,35662.61,2.56,278
250,22,0,26.86,8.11,-24.67,39434.10,-3338.11,34287.25,2.57,278
236,25,-15,8.76,15.85,7.78,35870.34,-3015.76,3875.36,2.57,278
235,24,-23,-15.49,10.97,18.96,21339.54,136.10,12510.75,2.56,278
223,33,-23,27.44,8.25,12.06,222.06,-9491.40,17614.61,2.56,278
226,32,-24,-3.97,-2.99,0.95,-1027.94,1425.50,-11035.10,2.56,278
229,32,-24,-0.24,-3.28,3.02,-3560.17,-2184.81,-1368.19,2.56,278
230,33,-23,4.41,-2.20,1.51,-3445.56,-2865.33,1095.99,2.57,278
230,35,-21,7.73,0.94,2.46,-2417.62,-2489.26,189.83,2.56,278
231,36,-20,10.75,2.03,5.01,-1282.23,-1035.10,-616.05,2.56,278
232,36,-20,6.46,0.79,5.57,-1006.45,132.52,877.51,2.56,278
231,36,-19,5.10,-0.67,4.69,-85.96,-82.38,497.85,2.56,278
230,37,-18,7.35,3.10,6.20,-351.00,-924.07,3517.19,2.57,278
228,38,-16,8.37,4.37,6.95,-777.22,-429.80,2471.35,2.56,278
227,39,-14,8.92,1.90,8.07,-1529.37,-207.74,2818.77,2.56,278
225,39,-12,10.03,5.26,7.75,-1608.17,182.66,2596.70,2.57,278
226,39,-10,11.06,5.49,8.23,-1740.69,1289.40,-1171.20,2.56,278
228,37,-10,5.37,1.60,6.39,-2177.65,1994.99,-2654.01,2.56,278
230,35,-7,4.11,-0.74,5.33,-1772.92,1712.03,-3137.54,2.56,279
231,34,-6,2.42,0.36,7.01,-1909.03,809.46,78.80,2.57,279
230,31,6,8.20,-0.25,8.86,-2396.13,848.85,1640.40,2.56,279
230,30,8,6.71,-1.89,9.00,-2191.98,1887.54,-1282.23,2.56,279
232,29,8,3.93,-1.27,8.50,-2191.98,2077.36,-1540.11,2.57,279
234,28,9,4.17,-0.50,8.49,-2206.30,1844.56,-2306.59,2.56,279
235,27,10,4.15,0.42,7.80,-2825.93,1335.96,-1250.00,2.56,279
237,27,11,6.33,-2.57,7.06,-3019.34,1178.37,-1941.26,2.56,279
239,26,12,5.48,-3.99,5.98,-2546.56,1310.89,-2020.06,2.56,279
240,26,13,4.19,-3.28,6.38,-2141.83,873.93,451.29,2.56,279
240,25,15,4.18,-2.06,6.97,-1701.29,655.44,508.60,2.56,279
239,25,16,3.91,-2.19,7.28,-1626.07,218.48,1672.64,2.56,279
238,24,17,4.69,-4.00,8.43,-1479.23,-71.63,2356.73,2.56,279
237,24,19,4.56,-3.37,9.27,-1160.46,-239.97,3058.74,2.56,279
234,23,21,5.21,-3.61,9.78,-1228.51,-633.95,5196.99,2.56,279
231,22,23,4.18,-2.03,9.67,-737.82,-454.87,3538.68,2.56,279
229,22,24,4.88,-2.72,9.26,-827.36,-676.93,3595.99,2.56,279
227,21,26,4.88,-3.94,8.50,-669.77,-830.95,3846.70,2.57,279
224,21,27,4.96,-4.17,8.13,121.78,-734.24,2517.91,2.56,279
223,20,27,3.75,-3.34,8.91,476.36,-813.04,2611.03,2.56,279
221,20,27,2.33,-3.91,7.33,673.35,-1063.75,2442.69,2.56,280
219,20,27,3.45,-3.59,8.18,841.69,-1665.47,2915.47,2.56,280
217,20,27,3.91,-4.04,8.15,1103.15,-1729.94,2195.56,2.57,280
215,21,27,3.81,-2.75,8.04,1038.68,-1880.37,2772.21,2.57,280
213,21,27,2.86,-2.77,7.10,1067.34,-1787.25,1683.38,2.57,280
211,22,27,2.53,-4.31,7.03,1053.01,-2106.02,1611.75,2.56,280
209,22,28,3.28,-4.16,6.22,888.25,-2940.54,4086.68,2.57,280
206,23,28,4.92,-3.48,7.06,1027.94,-2815.19,2929.80,2.56,280
203,23,29,6.29,-4.10,7.40,934.81,-2686.25,3227.08,2.56,280
200,23,30,6.90,-3.13,8.18,662.61,-2356.73,4362.46,2.56,280
198,24,30,5.43,-4.25,8.07,967.05,-988.54,816.62,2.56,280
197,24,30,4.00,-4.52,7.58,809.46,-845.27,1991.40,2.57,280
195,23,30,3.60,-4.73,7.43,916.91,-669.77,1475.64,2.56,280
194,23,30,3.29,-5.66,6.93,1074.50,-608.88,1232.09,2.56,280
193,23,29,3.72,-5.84,7.33,1185.53,-730.66,1794.41,2.56,280
191,23,29,4.03,-5.02,7.24,1307.31,-705.59,2041.55,2.56,280
190,23,29,3.64,-4.58,8.04,1285.82,-601.72,1848.14,2.57,280
188,22,29,3.75,-4.02,7.77,1002.87,-709.17,2442.69,2.56,280
187,22,29,3.90,-4.55,8.27,891.83,-436.96,1217.77,2.56,280
186,22,29,4.28,-4.41,8.10,555.16,-540.83,2277.94,2.57,280
184,21,29,5.03,-3.80,8.09,372.49,-383.24,2277.94,2.56,280
183,21,29,4.78,-4.05,7.87,462.03,376.07,17.91,2.56,280
183,21,29,4.52,-4.00,7.86,128.94,508.60,727.08,2.56,280
183,21,29,4.74,-3.81,7.55,7.16,841.69,329.51,2.56,280
183,21,28,4.33,-4.24,7.34,-17.91,1207.02,-275.79,2.57,280
184,20,28,4.24,-4.21,7.09,-78.80,1228.51,136.10,2.56,280
184,20,28,4.15,-4.37,7.12,64.47,1532.95,-687.68,2.56,281
185,19,28,3.36,-4.54,7.27,154.01,1658.31,-949.14,2.56,281
186,19,27,2.83,-4.19,7.33,96.70,1518.62,-648.28,2.57,281
187,18,27,2.67,-4.30,7.73,103.87,1472.06,-1088.83,2.56,281
187,17,27,2.90,-4.03,8.08,-100.29,1181.95,-479.94,2.56,281
188,17,27,3.52,-3.76,8.53,-293.70,1095.99,-404.73,2.57,281
189,17,27,3.16,-3.85,8.40,-372.49,1300.14,-1411.17,2.56,281
190,16,27,3.00,-3.50,8.11,-565.90,1221.35,-1185.53,2.57,281
191,16,27,3.27,-3.63,8.07,-723.50,1178.37,-1500.72,2.56,281
193,16,27,3.47,-4.00,7.84,-784.38,1235.67,-1916.19,2.56,281
194,15,27,3.86,-3.57,7.61,-906.16,1189.11,-1400.43,2.56,281
195,15,27,3.89,-3.34,7.48,-770.06,1543.70,-2836.68,2.57,281
198,15,27,3.27,-3.28,7.41,-816.62,1633.24,-3191.26,2.56,281
200,15,27,2.99,-3.32,6.95,-1056.59,1425.50,-2646.85,2.56,281
203,15,27,3.09,-3.76,6.72,-1131.81,1282.23,-2747.13,2.56,281
204,15,27,3.79,-3.96,6.99,-1257.16,1056.59,-2138.25,2.56,281
206,15,28,4.51,-3.61,7.42,-1439.83,995.70,-1375.36,2.56,281
208,15,28,4.97,-3.80,7.85,-1504.30,1522.21,-2739.97,2.56,281
210,15,29,4.23,-4.60,7.68,-1719.20,1898.28,-3162.61,2.56,281
213,15,29,3.82,-4.52,7.52,-1844.56,2045.13,-3348.85,2.56,281
216,15,30,3.05,-4.61,7.19,-1969.91,2260.03,-4376.79,2.57,281
220,15,30,2.26,-4.48,6.74,-2345.99,1994.99,-3982.81,2.56,281
222,16,31,2.58,-4.26,6.17,-2818.77,1590.26,-3298.71,2.56,281
226,16,32,3.38,-3.59,5.59,-3047.99,1511.46,-3893.27,2.56,281
230,17,33,3.10,-4.13,5.35,-3416.91,1636.82,-5487.11,2.57,281
234,18,35,3.80,-5.09,4.93,-4000.72,1371.78,-5820.20,2.56,281
238,20,36,4.32,-5.82,4.20,-4627.51,1085.24,-5752.15,2.56,281
243,21,38,6.18,-7.64,3.98,-5214.90,755.73,-4620.34,2.56,282
246,22,41,6.92,-10.29,3.44,-5612.46,766.48,-3660.46,2.57,282
250,24,43,6.93,-11.42,3.95,-5125.36,1339.54,-4638.25,2.57,282
253,25,45,5.15,-10.35,4.22,-5078.80,1346.70,-3219.91,2.56,282
257,26,47,4.41,-10.57,4.90,-5057.31,1432.66,-3739.26,2.57,282
260,27,50,4.59,-10.33,4.93,-5508.60,999.28,-2424.79,2.57,282
263,28,53,4.39,-10.55,4.13,-5802.29,888.25,-2729.23,2.56,282
266,29,55,3.62,-10.65,3.71,-6414.76,189.83,-1035.10,2.56,282
268,29,60,4.12,-9.70,3.46,-6643.98,-118.19,-386.82,2.56,282
270,30,64,3.84,-9.12,3.29,-6618.91,-53.72,-2131.09,2.57,282
273,31,68,3.80,-8.24,2.98,-6894.70,-318.77,-1618.91,2.56,282
276,32,72,2.51,-6.90,2.24,-6898.28,-308.02,-2976.36,2.56,282
280,35,76,1.55,-7.87,2.69,-6819.48,-537.25,-4143.98,2.56,282
284,37,81,2.61,-8.36,2.69,-7023.64,-1493.55,-1747.85,2.56,282
287,38,86,3.80,-6.63,2.42,-6608.17,-1507.88,-2113.18,2.56,282
292,41,91,8.83,-4.67,1.76,-5784.38,-1153.30,-4799.43,2.57,282
296,44,94,7.77,-3.10,0.42,-5168.34,114.61,-7868.91,2.56,282
304,48,98,6.44,-5.11,-0.26,-5397.56,-265.04,-4867.48,2.57,282
309,50,103,6.78,-5.60,-0.54,-4957.02,-207.74,-3377.51,2.56,282
314,53,106,7.54,-5.52,-1.82,-3989.97,0.00,-4018.62,2.56,282
317,54,109,6.62,-4.75,-1.34,-3750.00,-458.45,-659.03,2.56,282
319,54,111,6.71,-4.30,-0.54,-2750.72,-351.00,-93.12,2.56,282
320,54,113,8.12,-4.74,0.00,-1633.24,-28.65,995.70,2.56,282
319,52,112,10.32,-4.37,0.55,-429.80,684.10,4466.33,2.56,282
317,50,110,7.91,-6.30,-0.26,881.09,1819.48,5193.41,2.56,282
313,46,105,4.60,-7.66,-1.07,2654.01,2514.33,7005.73,2.56,282
306,41,100,6.69,-5.63,-0.02,4584.53,2457.02,9942.69,2.56,283
300,36,95,8.60,-5.24,0.55,6081.66,3069.48,9308.74,2.56,283
294,30,89,7.91,-8.89,0.48,7045.13,3932.66,7675.50,2.56,283
288,24,83,7.06,-10.87,-2.02,7739.97,4043.70,8778.65,2.56,283
285,20,76,3.82,-10.19,-0.15,8553.01,4774.36,4749.28,2.56,283
282,16,72,6.67,-7.45,3.77,8674.79,4989.25,8341.69,2.56,283
279,10,66,1.83,-8.59,5.71,8699.86,6858.88,5447.71,2.56,283
275,5,61,2.55,-9.11,5.70,6164.04,2299.43,8033.67,2.56,283
270,0,57,2.91,-11.06,5.46,5637.54,2009.31,7030.80,2.56,283
268,-2,54,-1.82,-9.44,6.29,6797.99,1844.56,4985.67,2.57,283
266,-5,49,-0.56,-7.24,6.07,7238.54,1475.64,3005.01,2.57,283
264,-7,45,-12.89,7.89,32.12,5196.99,565.90,3327.36,2.56,283
264,-7,45,-14.19,-5.65,8.57,-2575.21,-659.03,641.12,2.56,283
264,-8,45,0.38,-9.54,6.24,-608.88,-189.83,956.30,2.57,283
263,-8,45,-0.67,-9.87,6.99,-175.50,25.07,-17.91,2.56,283
263,-8,45,-1.56,-7.50,7.38,168.34,-75.21,-60.89,2.56,283
263,-8,46,-0.82,-5.02,7.36,-1181.95,-555.16,-257.88,2.56,283
264,-7,47,-2.26,-5.87,6.78,-2571.63,-594.56,-2041.55,2.57,283
264,-6,49,0.18,-6.52,5.81,-3635.39,-1085.24,-2381.81,2.57,283
266,-4,51,-0.11,-6.98,5.94,-4111.75,-1146.13,-2897.56,2.56,283
267,-2,54,0.28,-7.53,5.26,-4333.81,-1131.81,-3323.78,2.56,283
269,0,57,0.47,-7.60,4.29,-4147.56,-1092.41,-3531.52,2.57,283
271,2,59,0.99,-8.18,3.18,-3363.18,-924.07,-3030.09,2.57,283
266,-6,45,-25.97,11.19,4.52,2356.73,-121.78,-902.58,2.56,284
266,-6,46,-0.73,-4.17,7.81,7.16,132.52,-358.17,2.56,284
266,-3,49,0.94,-8.11,8.55,-3567.34,-1862.46,-1980.66,2.56,284
267,-2,51,0.87,-9.35,7.82,-4158.31,-2059.46,-1937.68,2.56,284
268,0,54,1.89,-8.02,7.09,-5293.70,-2306.59,-3921.92,2.56,284
271,4,58,2.39,-7.96,5.91,-6045.85,-2367.48,-5666.19,2.57,284
274,7,61,1.49,-7.58,4.54,-6386.10,-2374.64,-7919.05,2.56,284
279,13,66,2.17,-7.03,2.54,-6780.09,-2876.07,-8946.99,2.57,284
284,20,70,2.74,-4.99,0.83,-7195.56,-3538.68,-9179.80,2.56,284
291,27,75,2.14,-3.82,0.17,-7002.15,-3753.58,-11250.00,2.56,284
297,33,79,2.69,-4.85,-0.90,-6955.59,-4670.49,-9161.89,2.57,284
303,39,86,3.08,-5.52,-1.96,-6361.03,-4939.11,-7568.05,2.57,284
307,43,93,6.78,-5.92,-0.79,-5175.50,-4910.46,-5687.68,2.56,284
310,47,99,10.88,-9.38,-1.90,-3513.61,-4197.71,-4838.83,2.56,284
312,48,102,11.81,-7.46,-1.48,-1436.25,-2474.93,-3871.78,2.57,284
313,50,104,10.88,-9.25,-1.21,526.50,-540.83,-1518.62,2.57,284
311,49,102,1.77,-5.08,-2.20,1593.84,333.09,4566.62,2.56,284
307,45,101,8.56,-5.54,-3.07,1253.58,-1078.08,7496.42,2.56,284
303,42,100,7.98,-4.63,-1.44,1450.57,-451.29,2550.14,2.56,284
301,41,100,6.95,-3.64,0.55,-132.52,-648.28,-899.00,2.57,284
304,43,102,3.28,-5.97,-0.50,-1966.33,-651.86,-3005.01,2.56,284
306,44,105,6.16,-5.33,-0.85,-2883.24,-1593.84,-1858.88,2.56,284
307,45,107,7.90,-6.06,-1.97,-2539.40,-967.05,-1966.33,2.57,285
310,46,109,8.74,-7.09,-2.75,-1436.25,-164.76,-1909.03,2.57,285
311,46,110,8.10,-6.67,-3.17,-121.78,770.06,440.54,2.56,285
310,45,108,8.02,-7.48,-3.57,1035.10,1282.23,2399.71,2.57,285
308,44,106,6.56,-5.96,-3.03,1540.11,1285.82,3370.34,2.56,285
306,42,104,7.09,-5.74,-2.34,1411.17,1121.06,2793.70,2.56,285
304,41,102,7.21,-5.23,-1.97,684.10,802.29,2034.38,2.57,285
304,40,102,7.43,-5.01,-1.52,-125.36,727.08,440.54,2.56,285
306,41,103,7.19,-6.37,-2.37,-863.18,189.83,-530.09,2.56,285
307,41,103,6.98,-6.30,-2.29,-415.47,179.08,-386.82,2.56,285
308,42,104,6.66,-6.36,-2.03,-3.58,182.66,-121.78,2.56,285
307,42,103,6.81,-6.51,-1.88,193.41,96.70,508.60,2.56,285
307,41,103,6.43,-6.69,-1.44,447.71,257.88,590.97,2.56,285
306,41,102,6.67,-7.01,-0.93,494.27,347.42,476.36,2.56,285
305,41,102,6.98,-7.51,-0.85,343.84,261.46,1217.77,2.56,285
305,40,101,7.11,-6.94,-0.94,254.30,465.62,1192.69,2.56,285
304,39,101,6.61,-6.49,-0.89,46.56,694.84,913.32,2.56,285
304,39,101,6.62,-6.52,-0.82,-272.21,823.78,676.93,2.56,285
304,39,100,5.73,-6.48,-1.53,-365.33,988.54,243.55,2.56,285
305,38,100,5.34,-6.46,-2.44,-569.48,777.22,1095.99,2.57,285
305,38,100,6.01,-6.23,-3.11,-444.13,823.78,694.84,2.56,285
305,37,100,5.66,-6.17,-3.70,-204.15,845.27,605.30,2.57,285
305,37,99,6.38,-6.45,-4.00,-28.65,680.52,1221.35,2.56,285
304,36,99,6.81,-6.81,-3.29,490.69,805.87,931.23,2.56,285
304,35,98,6.04,-8.62,-2.58,598.14,637.54,1858.88,2.56,286
303,35,97,5.54,-8.64,-1.82,866.76,415.47,967.05,2.57,286
302,34,96,5.65,-7.22,-0.39,515.76,-14.33,934.81,2.56,286
301,34,97,5.71,-6.21,0.20,-487.11,-419.05,469.20,2.56,286
301,33,98,6.09,-5.60,-0.10,-1561.60,-530.09,-304.44,2.56,286
302,34,99,6.73,-6.16,-0.52,-2066.62,-336.68,-1085.24,2.57,286
304,35,100,5.83,-7.34,-1.47,-1837.39,-14.33,-1461.32,2.56,286
305,35,101,5.05,-7.07,-0.66,-899.00,35.82,-207.74,2.56,286
305,35,101,4.29,-6.30,0.14,422.64,465.62,96.70,2.56,286
305,35,100,3.51,-5.55,0.38,1808.74,995.70,175.50,2.57,286
304,35,98,4.72,-5.66,0.28,2428.37,1185.53,2177.65,2.56,286
302,33,95,4.97,-5.90,0.31,3653.30,2234.96,2994.27,2.56,286
300,31,91,5.71,-7.79,-0.26,5218.48,3345.27,3359.60,2.56,286
298,29,87,6.17,-9.24,-0.49,6848.14,4358.88,4677.65,2.56,286
295,25,80,5.43,-12.11,-1.63,7636.10,4573.78,5730.66,2.56,286
291,20,74,2.76,-12.65,-0.10,8789.40,4337.39,6325.21,2.56,286
286,15,68,1.05,-10.19,2.93,8656.88,2288.68,8492.12,2.56,286
281,10,64,2.80,-6.59,6.12,7464.18,182.66,8595.99,2.57,286
276,6,59,2.28,-8.62,4.32,6712.03,393.98,5225.64,2.56,286
273,3,55,1.26,-8.12,7.80,5659.03,891.83,5497.85,2.56,286
270,0,52,1.46,-8.06,6.05,5182.66,551.58,4910.46,2.56,286
267,-1,49,-1.42,-6.10,7.01,5272.21,1002.87,5770.06,2.56,286
263,-5,47,-15.70,5.55,7.74,-11482.81,2550.14,401.15,2.56,286
266,-1,47,2.15,-4.71,6.38,-909.74,-1056.59,1855.30,2.56,286
267,0,48,0.27,-6.65,8.85,-2034.38,-232.81,-3202.01,2.57,286
268,0,50,-1.01,-7.76,7.93,-4136.82,-959.89,-3506.45,2.56,286
270,3,53,1.38,-8.01,5.43,-6053.01,-2020.06,-4412.61,2.57,286
274,7,58,4.03,-9.68,3.41,-8040.83,-2840.26,-7220.63,2.56,287
278,13,64,4.25,-6.13,3.42,-9355.30,-3642.55,-7131.09,2.57,287
284,19,71,3.98,-7.75,0.32,-9767.19,-3757.16,-11045.85,2.56,287
290,25,76,2.92,-7.91,-2.49,-10007.16,-5522.92,-7693.41,2.56,287
293,30,85,4.44,-4.69,-2.79,-10057.31,-6468.48,-3782.23,2.57,287
296,33,94,4.09,-4.90,-1.78,-8964.90,-5992.12,-5315.19,2.56,287
299,35,102,3.00,-5.11,-1.02,-7818.77,-6131.81,-3169.77,2.56,287
300,36,108,11.99,-8.62,-0.80,-5297.28,-4931.95,-5404.73,2.57,287
303,38,114,12.14,-10.56,-2.73,-2876.07,-3026.50,-3595.99,2.56,287
302,37,115,9.39,-6.00,-2.57,-415.47,-727.08,1196.28,2.56,287
302,37,114,6.06,-8.12,-4.32,1525.79,1049.43,752.15,2.56,287
301,36,113,4.94,-6.14,-3.39,1769.34,1053.01,1883.95,2.56,287
300,36,111,5.17,-5.27,-2.51,1228.51,805.87,433.38,2.56,287
300,36,111,6.53,-6.26,-3.63,236.39,565.90,-508.60,2.56,287
300,36,111,5.90,-6.31,-2.89,-222.06,393.98,-959.89,2.56,287
302,37,111,4.87,-7.17,-3.89,-315.19,218.48,-1411.17,2.57,287
302,38,111,5.68,-7.50,-3.73,-46.56,-497.85,-630.37,2.57,287
302,38,111,7.12,-7.93,-4.44,630.37,-737.82,-340.26,2.56,287
301,38,111,6.50,-7.17,-4.92,1214.18,-1160.46,32.23,2.56,287
299,38,111,6.71,-6.34,-5.65,1540.11,-1866.05,-633.95,2.56,287
298,38,111,7.15,-5.34,-6.39,1386.10,-2711.32,-1167.62,2.56,287
296,38,113,5.80,-4.61,-8.00,565.90,-3975.64,-2206.30,2.56,287
294,38,116,4.15,-2.89,-8.58,-454.87,-5748.57,-2808.02,2.56,287
293,38,120,4.95,0.76,-6.84,-1654.73,-6855.30,-4111.75,2.56,287
294,39,127,5.07,-0.59,-6.58,-3151.86,-7424.79,-7718.48,2.56,287
297,40,136,6.84,1.76,-1.77,-4437.68,-7485.67,-8302.29,2.56,287
303,40,145,14.41,-4.69,2.18,-5727.08,-6070.92,-7453.44,2.57,288
309,40,151,30.12,-13.10,7.86,-5196.99,-2793.70,-6149.71,2.56,288
317,42,155,39.20,-11.68,9.38,-2922.64,5419.05,-379.66,2.57,288
323,48,150,32.38,-12.97,3.09,236.39,15322.35,5619.63,2.56,288
324,54,137,26.75,-20.37,-18.92,5462.03,23141.12,13732.09,2.56,288
317,52,104,28.78,-8.07,-17.33,12532.24,25766.48,18166.19,2.56,288
312,42,71,12.79,-7.90,-21.11,17245.70,30522.92,15555.16,2.57,288
304,21,51,0.64,-6.94,-25.49,20916.91,25891.83,23373.93,2.56,288
293,4,39,20.73,8.87,-14.07,24591.69,16067.33,27632.52,2.56,288
282,-12,22,14.88,-8.44,-10.36,24355.30,16350.29,14212.03,2.56,288
279,-24,5,2.58,-1.00,-1.62,23964.90,16994.99,5501.43,2.56,288
286,-40,-4,-38.84,7.88,-4.88,16239.25,16790.83,11389.68,2.56,288
278,-40,-17,-11.54,3.93,4.52,9340.97,-1042.26,21346.71,2.57,288
271,-35,-30,-11.76,14.03,7.64,8409.74,-881.09,8277.22,2.56,288
267,-30,-35,-8.55,9.21,6.99,1271.49,-4727.79,10784.38,2.56,288
260,-22,-35,5.49,2.19,5.15,-2378.22,-8133.95,11597.42,2.56,288
259,-19,-35,-0.90,3.73,4.54,-977.79,-3101.72,-2209.89,2.57,288
259,-17,-33,-2.17,1.62,4.84,-2467.77,-4212.03,2020.06,2.56,288
258,-13,-31,-0.33,1.03,4.53,-2184.81,-5100.29,1909.03,2.56,288
259,-10,-30,-2.28,3.46,5.59,-1626.07,-4781.52,891.83,2.56,288
258,-6,-29,1.60,2.88,7.79,-1404.01,-4853.15,2127.51,2.57,288
258,-4,-28,1.36,3.87,7.82,-777.22,-3481.38,311.60,2.56,288
258,-2,-27,2.28,3.55,9.18,-1020.77,-3151.86,1525.79,2.56,288
258,-1,-27,2.93,5.03,9.37,-773.64,-1497.13,0.00,2.57,288
